INFO 2021-06-29 05:54:17,205 daemon Exiting due to SIGINT
INFO 2021-06-29 06:30:46,634 judge_handler Judge connected from: ('66.42.48.198', 45644)
WARNING 2021-06-29 06:30:46,699 judge_handler Authentication failure: ('66.42.48.198', 45644)
INFO 2021-06-29 06:30:46,717 judge_handler Judge disconnected from: ('66.42.48.198', 45644) with name None
INFO 2021-06-29 06:31:14,984 judge_handler Judge connected from: ('113.169.222.240', 42400)
WARNING 2021-06-29 06:31:15,025 judge_handler Authentication failure: ('113.169.222.240', 42400)
INFO 2021-06-29 06:31:15,043 judge_handler Judge disconnected from: ('113.169.222.240', 42400) with name None
INFO 2021-06-29 06:31:24,114 judge_handler Judge connected from: ('172.17.0.2', 37370)
WARNING 2021-06-29 06:31:24,128 judge_handler Authentication failure: ('172.17.0.2', 37370)
INFO 2021-06-29 06:31:24,129 judge_handler Judge disconnected from: ('172.17.0.2', 37370) with name None
INFO 2021-06-29 06:31:46,884 judge_handler Judge connected from: ('66.42.48.198', 45646)
WARNING 2021-06-29 06:31:46,962 judge_handler Authentication failure: ('66.42.48.198', 45646)
INFO 2021-06-29 06:31:46,962 judge_handler Judge disconnected from: ('66.42.48.198', 45646) with name None
INFO 2021-06-29 06:32:21,155 judge_handler Judge connected from: ('113.169.222.240', 42402)
WARNING 2021-06-29 06:32:21,177 judge_handler Authentication failure: ('113.169.222.240', 42402)
INFO 2021-06-29 06:32:21,178 judge_handler Judge disconnected from: ('113.169.222.240', 42402) with name None
INFO 2021-06-29 06:32:24,190 judge_handler Judge connected from: ('172.17.0.2', 37378)
WARNING 2021-06-29 06:32:24,208 judge_handler Authentication failure: ('172.17.0.2', 37378)
INFO 2021-06-29 06:32:24,209 judge_handler Judge disconnected from: ('172.17.0.2', 37378) with name None
INFO 2021-06-29 06:32:47,150 judge_handler Judge connected from: ('66.42.48.198', 45648)
WARNING 2021-06-29 06:32:47,228 judge_handler Authentication failure: ('66.42.48.198', 45648)
INFO 2021-06-29 06:32:47,228 judge_handler Judge disconnected from: ('66.42.48.198', 45648) with name None
INFO 2021-06-29 06:33:24,267 judge_handler Judge connected from: ('172.17.0.2', 37384)
WARNING 2021-06-29 06:33:24,295 judge_handler Authentication failure: ('172.17.0.2', 37384)
INFO 2021-06-29 06:33:24,295 judge_handler Judge disconnected from: ('172.17.0.2', 37384) with name None
INFO 2021-06-29 06:33:27,369 judge_handler Judge connected from: ('113.169.222.240', 42404)
WARNING 2021-06-29 06:33:27,386 judge_handler Authentication failure: ('113.169.222.240', 42404)
INFO 2021-06-29 06:33:27,387 judge_handler Judge disconnected from: ('113.169.222.240', 42404) with name None
INFO 2021-06-29 06:33:47,412 judge_handler Judge connected from: ('66.42.48.198', 45650)
WARNING 2021-06-29 06:33:47,483 judge_handler Authentication failure: ('66.42.48.198', 45650)
INFO 2021-06-29 06:33:47,498 judge_handler Judge disconnected from: ('66.42.48.198', 45650) with name None
INFO 2021-06-29 06:34:24,344 judge_handler Judge connected from: ('172.17.0.2', 37392)
WARNING 2021-06-29 06:34:24,370 judge_handler Authentication failure: ('172.17.0.2', 37392)
INFO 2021-06-29 06:34:24,371 judge_handler Judge disconnected from: ('172.17.0.2', 37392) with name None
INFO 2021-06-29 06:34:33,879 judge_handler Judge connected from: ('113.169.222.240', 42406)
WARNING 2021-06-29 06:34:33,898 judge_handler Authentication failure: ('113.169.222.240', 42406)
INFO 2021-06-29 06:34:33,899 judge_handler Judge disconnected from: ('113.169.222.240', 42406) with name None
INFO 2021-06-29 06:34:47,668 judge_handler Judge connected from: ('66.42.48.198', 45652)
WARNING 2021-06-29 06:34:47,743 judge_handler Authentication failure: ('66.42.48.198', 45652)
INFO 2021-06-29 06:34:47,743 judge_handler Judge disconnected from: ('66.42.48.198', 45652) with name None
INFO 2021-06-29 06:35:24,456 judge_handler Judge connected from: ('172.17.0.2', 37400)
WARNING 2021-06-29 06:35:24,484 judge_handler Authentication failure: ('172.17.0.2', 37400)
INFO 2021-06-29 06:35:24,485 judge_handler Judge disconnected from: ('172.17.0.2', 37400) with name None
INFO 2021-06-29 06:35:40,620 judge_handler Judge connected from: ('113.169.222.240', 42408)
WARNING 2021-06-29 06:35:40,640 judge_handler Authentication failure: ('113.169.222.240', 42408)
INFO 2021-06-29 06:35:40,649 judge_handler Judge disconnected from: ('113.169.222.240', 42408) with name None
INFO 2021-06-29 06:35:47,918 judge_handler Judge connected from: ('66.42.48.198', 45654)
WARNING 2021-06-29 06:35:47,985 judge_handler Authentication failure: ('66.42.48.198', 45654)
INFO 2021-06-29 06:35:47,986 judge_handler Judge disconnected from: ('66.42.48.198', 45654) with name None
INFO 2021-06-29 06:36:24,550 judge_handler Judge connected from: ('172.17.0.2', 37408)
WARNING 2021-06-29 06:36:24,580 judge_handler Authentication failure: ('172.17.0.2', 37408)
INFO 2021-06-29 06:36:24,581 judge_handler Judge disconnected from: ('172.17.0.2', 37408) with name None
INFO 2021-06-29 06:36:47,346 judge_handler Judge connected from: ('113.169.222.240', 42410)
WARNING 2021-06-29 06:36:47,373 judge_handler Authentication failure: ('113.169.222.240', 42410)
INFO 2021-06-29 06:36:47,381 judge_handler Judge disconnected from: ('113.169.222.240', 42410) with name None
INFO 2021-06-29 06:36:48,330 judge_handler Judge connected from: ('66.42.48.198', 45656)
WARNING 2021-06-29 06:36:48,506 judge_handler Authentication failure: ('66.42.48.198', 45656)
INFO 2021-06-29 06:36:48,506 judge_handler Judge disconnected from: ('66.42.48.198', 45656) with name None
INFO 2021-06-29 06:37:24,653 judge_handler Judge connected from: ('172.17.0.2', 37416)
WARNING 2021-06-29 06:37:24,686 judge_handler Authentication failure: ('172.17.0.2', 37416)
INFO 2021-06-29 06:37:24,694 judge_handler Judge disconnected from: ('172.17.0.2', 37416) with name None
INFO 2021-06-29 06:37:48,738 judge_handler Judge connected from: ('66.42.48.198', 45658)
WARNING 2021-06-29 06:37:48,802 judge_handler Authentication failure: ('66.42.48.198', 45658)
INFO 2021-06-29 06:37:48,803 judge_handler Judge disconnected from: ('66.42.48.198', 45658) with name None
INFO 2021-06-29 06:37:54,080 judge_handler Judge connected from: ('113.169.222.240', 42412)
WARNING 2021-06-29 06:37:54,097 judge_handler Authentication failure: ('113.169.222.240', 42412)
INFO 2021-06-29 06:37:54,098 judge_handler Judge disconnected from: ('113.169.222.240', 42412) with name None
INFO 2021-06-29 06:38:24,794 judge_handler Judge connected from: ('172.17.0.2', 37424)
WARNING 2021-06-29 06:38:24,811 judge_handler Authentication failure: ('172.17.0.2', 37424)
INFO 2021-06-29 06:38:24,812 judge_handler Judge disconnected from: ('172.17.0.2', 37424) with name None
INFO 2021-06-29 06:38:48,986 judge_handler Judge connected from: ('66.42.48.198', 45662)
WARNING 2021-06-29 06:38:49,055 judge_handler Authentication failure: ('66.42.48.198', 45662)
INFO 2021-06-29 06:38:49,056 judge_handler Judge disconnected from: ('66.42.48.198', 45662) with name None
INFO 2021-06-29 06:38:59,580 judge_handler Judge connected from: ('113.169.222.240', 42414)
WARNING 2021-06-29 06:38:59,599 judge_handler Authentication failure: ('113.169.222.240', 42414)
INFO 2021-06-29 06:38:59,612 judge_handler Judge disconnected from: ('113.169.222.240', 42414) with name None
INFO 2021-06-29 06:39:24,889 judge_handler Judge connected from: ('172.17.0.2', 37432)
WARNING 2021-06-29 06:39:24,957 judge_handler Authentication failure: ('172.17.0.2', 37432)
INFO 2021-06-29 06:39:24,960 judge_handler Judge disconnected from: ('172.17.0.2', 37432) with name None
INFO 2021-06-29 06:39:49,237 judge_handler Judge connected from: ('66.42.48.198', 45664)
WARNING 2021-06-29 06:39:49,311 judge_handler Authentication failure: ('66.42.48.198', 45664)
INFO 2021-06-29 06:39:49,312 judge_handler Judge disconnected from: ('66.42.48.198', 45664) with name None
INFO 2021-06-29 06:40:05,709 judge_handler Judge connected from: ('113.169.222.240', 42416)
WARNING 2021-06-29 06:40:05,782 judge_handler Authentication failure: ('113.169.222.240', 42416)
INFO 2021-06-29 06:40:05,783 judge_handler Judge disconnected from: ('113.169.222.240', 42416) with name None
INFO 2021-06-29 06:40:25,040 judge_handler Judge connected from: ('172.17.0.2', 37440)
WARNING 2021-06-29 06:40:25,055 judge_handler Authentication failure: ('172.17.0.2', 37440)
INFO 2021-06-29 06:40:25,056 judge_handler Judge disconnected from: ('172.17.0.2', 37440) with name None
INFO 2021-06-29 06:40:49,486 judge_handler Judge connected from: ('66.42.48.198', 45666)
WARNING 2021-06-29 06:40:49,547 judge_handler Authentication failure: ('66.42.48.198', 45666)
INFO 2021-06-29 06:40:49,547 judge_handler Judge disconnected from: ('66.42.48.198', 45666) with name None
INFO 2021-06-29 06:41:11,993 judge_handler Judge connected from: ('113.169.222.240', 42418)
WARNING 2021-06-29 06:41:12,024 judge_handler Authentication failure: ('113.169.222.240', 42418)
INFO 2021-06-29 06:41:12,025 judge_handler Judge disconnected from: ('113.169.222.240', 42418) with name None
INFO 2021-06-29 06:41:25,133 judge_handler Judge connected from: ('172.17.0.2', 37448)
WARNING 2021-06-29 06:41:25,164 judge_handler Authentication failure: ('172.17.0.2', 37448)
INFO 2021-06-29 06:41:25,164 judge_handler Judge disconnected from: ('172.17.0.2', 37448) with name None
INFO 2021-06-29 06:41:49,728 judge_handler Judge connected from: ('66.42.48.198', 45668)
WARNING 2021-06-29 06:41:49,803 judge_handler Authentication failure: ('66.42.48.198', 45668)
INFO 2021-06-29 06:41:49,804 judge_handler Judge disconnected from: ('66.42.48.198', 45668) with name None
INFO 2021-06-29 06:42:18,493 judge_handler Judge connected from: ('113.169.222.240', 42420)
WARNING 2021-06-29 06:42:18,516 judge_handler Authentication failure: ('113.169.222.240', 42420)
INFO 2021-06-29 06:42:18,517 judge_handler Judge disconnected from: ('113.169.222.240', 42420) with name None
INFO 2021-06-29 06:42:25,211 judge_handler Judge connected from: ('172.17.0.2', 37456)
WARNING 2021-06-29 06:42:25,224 judge_handler Authentication failure: ('172.17.0.2', 37456)
INFO 2021-06-29 06:42:25,231 judge_handler Judge disconnected from: ('172.17.0.2', 37456) with name None
INFO 2021-06-29 06:42:49,986 judge_handler Judge connected from: ('66.42.48.198', 45670)
WARNING 2021-06-29 06:42:50,051 judge_handler Authentication failure: ('66.42.48.198', 45670)
INFO 2021-06-29 06:42:50,052 judge_handler Judge disconnected from: ('66.42.48.198', 45670) with name None
INFO 2021-06-29 06:43:25,233 judge_handler Judge connected from: ('113.169.222.240', 42422)
WARNING 2021-06-29 06:43:25,251 judge_handler Authentication failure: ('113.169.222.240', 42422)
INFO 2021-06-29 06:43:25,252 judge_handler Judge disconnected from: ('113.169.222.240', 42422) with name None
INFO 2021-06-29 06:43:25,308 judge_handler Judge connected from: ('172.17.0.2', 37464)
WARNING 2021-06-29 06:43:25,315 judge_handler Authentication failure: ('172.17.0.2', 37464)
INFO 2021-06-29 06:43:25,315 judge_handler Judge disconnected from: ('172.17.0.2', 37464) with name None
INFO 2021-06-29 06:43:50,222 judge_handler Judge connected from: ('66.42.48.198', 45672)
WARNING 2021-06-29 06:43:50,295 judge_handler Authentication failure: ('66.42.48.198', 45672)
INFO 2021-06-29 06:43:50,296 judge_handler Judge disconnected from: ('66.42.48.198', 45672) with name None
INFO 2021-06-29 06:44:25,362 judge_handler Judge connected from: ('172.17.0.2', 37470)
WARNING 2021-06-29 06:44:25,403 judge_handler Authentication failure: ('172.17.0.2', 37470)
INFO 2021-06-29 06:44:25,404 judge_handler Judge disconnected from: ('172.17.0.2', 37470) with name None
INFO 2021-06-29 06:44:31,960 judge_handler Judge connected from: ('113.169.222.240', 42424)
WARNING 2021-06-29 06:44:31,974 judge_handler Authentication failure: ('113.169.222.240', 42424)
INFO 2021-06-29 06:44:31,975 judge_handler Judge disconnected from: ('113.169.222.240', 42424) with name None
INFO 2021-06-29 06:44:50,479 judge_handler Judge connected from: ('66.42.48.198', 45674)
WARNING 2021-06-29 06:44:50,541 judge_handler Authentication failure: ('66.42.48.198', 45674)
INFO 2021-06-29 06:44:50,542 judge_handler Judge disconnected from: ('66.42.48.198', 45674) with name None
INFO 2021-06-29 06:45:25,506 judge_handler Judge connected from: ('172.17.0.2', 37478)
WARNING 2021-06-29 06:45:25,570 judge_handler Authentication failure: ('172.17.0.2', 37478)
INFO 2021-06-29 06:45:25,572 judge_handler Judge disconnected from: ('172.17.0.2', 37478) with name None
INFO 2021-06-29 06:45:38,654 judge_handler Judge connected from: ('113.169.222.240', 42426)
WARNING 2021-06-29 06:45:38,670 judge_handler Authentication failure: ('113.169.222.240', 42426)
INFO 2021-06-29 06:45:38,670 judge_handler Judge disconnected from: ('113.169.222.240', 42426) with name None
INFO 2021-06-29 06:45:50,728 judge_handler Judge connected from: ('66.42.48.198', 45676)
WARNING 2021-06-29 06:45:50,794 judge_handler Authentication failure: ('66.42.48.198', 45676)
INFO 2021-06-29 06:45:50,794 judge_handler Judge disconnected from: ('66.42.48.198', 45676) with name None
INFO 2021-06-29 06:46:25,642 judge_handler Judge connected from: ('172.17.0.2', 37486)
WARNING 2021-06-29 06:46:25,700 judge_handler Authentication failure: ('172.17.0.2', 37486)
INFO 2021-06-29 06:46:25,700 judge_handler Judge disconnected from: ('172.17.0.2', 37486) with name None
INFO 2021-06-29 06:46:45,386 judge_handler Judge connected from: ('113.169.222.240', 42428)
WARNING 2021-06-29 06:46:45,400 judge_handler Authentication failure: ('113.169.222.240', 42428)
INFO 2021-06-29 06:46:45,400 judge_handler Judge disconnected from: ('113.169.222.240', 42428) with name None
INFO 2021-06-29 06:46:50,981 judge_handler Judge connected from: ('66.42.48.198', 45678)
WARNING 2021-06-29 06:46:51,044 judge_handler Authentication failure: ('66.42.48.198', 45678)
INFO 2021-06-29 06:46:51,044 judge_handler Judge disconnected from: ('66.42.48.198', 45678) with name None
INFO 2021-06-29 06:47:25,805 judge_handler Judge connected from: ('172.17.0.2', 37494)
WARNING 2021-06-29 06:47:25,852 judge_handler Authentication failure: ('172.17.0.2', 37494)
INFO 2021-06-29 06:47:25,856 judge_handler Judge disconnected from: ('172.17.0.2', 37494) with name None
INFO 2021-06-29 06:47:51,141 judge_handler Judge connected from: ('113.169.222.240', 42430)
WARNING 2021-06-29 06:47:51,170 judge_handler Authentication failure: ('113.169.222.240', 42430)
INFO 2021-06-29 06:47:51,172 judge_handler Judge disconnected from: ('113.169.222.240', 42430) with name None
INFO 2021-06-29 06:47:51,232 judge_handler Judge connected from: ('66.42.48.198', 45680)
WARNING 2021-06-29 06:47:51,583 judge_handler Authentication failure: ('66.42.48.198', 45680)
INFO 2021-06-29 06:47:51,584 judge_handler Judge disconnected from: ('66.42.48.198', 45680) with name None
INFO 2021-06-29 06:48:25,946 judge_handler Judge connected from: ('172.17.0.2', 37502)
WARNING 2021-06-29 06:48:25,978 judge_handler Authentication failure: ('172.17.0.2', 37502)
INFO 2021-06-29 06:48:25,980 judge_handler Judge disconnected from: ('172.17.0.2', 37502) with name None
INFO 2021-06-29 06:48:51,761 judge_handler Judge connected from: ('66.42.48.198', 45682)
WARNING 2021-06-29 06:48:51,823 judge_handler Authentication failure: ('66.42.48.198', 45682)
INFO 2021-06-29 06:48:51,834 judge_handler Judge disconnected from: ('66.42.48.198', 45682) with name None
INFO 2021-06-29 06:48:57,411 judge_handler Judge connected from: ('113.169.222.240', 42432)
WARNING 2021-06-29 06:48:57,429 judge_handler Authentication failure: ('113.169.222.240', 42432)
INFO 2021-06-29 06:48:57,441 judge_handler Judge disconnected from: ('113.169.222.240', 42432) with name None
INFO 2021-06-29 06:49:26,057 judge_handler Judge connected from: ('172.17.0.2', 37510)
WARNING 2021-06-29 06:49:26,082 judge_handler Authentication failure: ('172.17.0.2', 37510)
INFO 2021-06-29 06:49:26,083 judge_handler Judge disconnected from: ('172.17.0.2', 37510) with name None
INFO 2021-06-29 06:49:52,010 judge_handler Judge connected from: ('66.42.48.198', 45684)
WARNING 2021-06-29 06:49:52,092 judge_handler Authentication failure: ('66.42.48.198', 45684)
INFO 2021-06-29 06:49:52,093 judge_handler Judge disconnected from: ('66.42.48.198', 45684) with name None
INFO 2021-06-29 06:50:03,866 judge_handler Judge connected from: ('113.169.222.240', 42434)
WARNING 2021-06-29 06:50:03,896 judge_handler Authentication failure: ('113.169.222.240', 42434)
INFO 2021-06-29 06:50:03,896 judge_handler Judge disconnected from: ('113.169.222.240', 42434) with name None
INFO 2021-06-29 06:50:26,176 judge_handler Judge connected from: ('172.17.0.2', 37518)
WARNING 2021-06-29 06:50:26,202 judge_handler Authentication failure: ('172.17.0.2', 37518)
INFO 2021-06-29 06:50:26,204 judge_handler Judge disconnected from: ('172.17.0.2', 37518) with name None
INFO 2021-06-29 06:50:52,263 judge_handler Judge connected from: ('66.42.48.198', 45686)
WARNING 2021-06-29 06:50:52,335 judge_handler Authentication failure: ('66.42.48.198', 45686)
INFO 2021-06-29 06:50:52,336 judge_handler Judge disconnected from: ('66.42.48.198', 45686) with name None
INFO 2021-06-29 06:51:10,562 judge_handler Judge connected from: ('113.169.222.240', 42436)
WARNING 2021-06-29 06:51:10,580 judge_handler Authentication failure: ('113.169.222.240', 42436)
INFO 2021-06-29 06:51:10,590 judge_handler Judge disconnected from: ('113.169.222.240', 42436) with name None
INFO 2021-06-29 06:51:26,275 judge_handler Judge connected from: ('172.17.0.2', 37526)
WARNING 2021-06-29 06:51:26,326 judge_handler Authentication failure: ('172.17.0.2', 37526)
INFO 2021-06-29 06:51:26,327 judge_handler Judge disconnected from: ('172.17.0.2', 37526) with name None
INFO 2021-06-29 06:51:52,519 judge_handler Judge connected from: ('66.42.48.198', 45688)
WARNING 2021-06-29 06:51:52,606 judge_handler Authentication failure: ('66.42.48.198', 45688)
INFO 2021-06-29 06:51:52,607 judge_handler Judge disconnected from: ('66.42.48.198', 45688) with name None
INFO 2021-06-29 06:52:17,337 judge_handler Judge connected from: ('113.169.222.240', 42438)
WARNING 2021-06-29 06:52:17,361 judge_handler Authentication failure: ('113.169.222.240', 42438)
INFO 2021-06-29 06:52:17,362 judge_handler Judge disconnected from: ('113.169.222.240', 42438) with name None
INFO 2021-06-29 06:52:26,416 judge_handler Judge connected from: ('172.17.0.2', 37534)
WARNING 2021-06-29 06:52:26,432 judge_handler Authentication failure: ('172.17.0.2', 37534)
INFO 2021-06-29 06:52:26,437 judge_handler Judge disconnected from: ('172.17.0.2', 37534) with name None
INFO 2021-06-29 06:52:52,782 judge_handler Judge connected from: ('66.42.48.198', 45690)
WARNING 2021-06-29 06:52:52,851 judge_handler Authentication failure: ('66.42.48.198', 45690)
INFO 2021-06-29 06:52:52,852 judge_handler Judge disconnected from: ('66.42.48.198', 45690) with name None
INFO 2021-06-29 06:53:24,095 judge_handler Judge connected from: ('113.169.222.240', 42440)
WARNING 2021-06-29 06:53:24,116 judge_handler Authentication failure: ('113.169.222.240', 42440)
INFO 2021-06-29 06:53:24,117 judge_handler Judge disconnected from: ('113.169.222.240', 42440) with name None
INFO 2021-06-29 06:53:26,511 judge_handler Judge connected from: ('172.17.0.2', 37542)
WARNING 2021-06-29 06:53:26,523 judge_handler Authentication failure: ('172.17.0.2', 37542)
INFO 2021-06-29 06:53:26,535 judge_handler Judge disconnected from: ('172.17.0.2', 37542) with name None
INFO 2021-06-29 06:53:53,021 judge_handler Judge connected from: ('66.42.48.198', 45694)
WARNING 2021-06-29 06:53:53,096 judge_handler Authentication failure: ('66.42.48.198', 45694)
INFO 2021-06-29 06:53:53,097 judge_handler Judge disconnected from: ('66.42.48.198', 45694) with name None
INFO 2021-06-29 06:54:26,603 judge_handler Judge connected from: ('172.17.0.2', 37548)
WARNING 2021-06-29 06:54:26,630 judge_handler Authentication failure: ('172.17.0.2', 37548)
INFO 2021-06-29 06:54:26,632 judge_handler Judge disconnected from: ('172.17.0.2', 37548) with name None
INFO 2021-06-29 06:54:30,846 judge_handler Judge connected from: ('113.169.222.240', 42442)
WARNING 2021-06-29 06:54:30,862 judge_handler Authentication failure: ('113.169.222.240', 42442)
INFO 2021-06-29 06:54:30,863 judge_handler Judge disconnected from: ('113.169.222.240', 42442) with name None
INFO 2021-06-29 06:54:53,290 judge_handler Judge connected from: ('66.42.48.198', 45696)
WARNING 2021-06-29 06:54:53,359 judge_handler Authentication failure: ('66.42.48.198', 45696)
INFO 2021-06-29 06:54:53,360 judge_handler Judge disconnected from: ('66.42.48.198', 45696) with name None
INFO 2021-06-29 06:55:26,709 judge_handler Judge connected from: ('172.17.0.2', 37556)
WARNING 2021-06-29 06:55:26,754 judge_handler Authentication failure: ('172.17.0.2', 37556)
INFO 2021-06-29 06:55:26,755 judge_handler Judge disconnected from: ('172.17.0.2', 37556) with name None
INFO 2021-06-29 06:55:36,521 judge_handler Judge connected from: ('113.169.222.240', 42444)
WARNING 2021-06-29 06:55:36,535 judge_handler Authentication failure: ('113.169.222.240', 42444)
INFO 2021-06-29 06:55:36,537 judge_handler Judge disconnected from: ('113.169.222.240', 42444) with name None
INFO 2021-06-29 06:55:53,549 judge_handler Judge connected from: ('66.42.48.198', 45698)
WARNING 2021-06-29 06:55:53,622 judge_handler Authentication failure: ('66.42.48.198', 45698)
INFO 2021-06-29 06:55:53,622 judge_handler Judge disconnected from: ('66.42.48.198', 45698) with name None
INFO 2021-06-29 06:56:26,798 judge_handler Judge connected from: ('172.17.0.2', 37564)
WARNING 2021-06-29 06:56:26,813 judge_handler Authentication failure: ('172.17.0.2', 37564)
INFO 2021-06-29 06:56:26,816 judge_handler Judge disconnected from: ('172.17.0.2', 37564) with name None
INFO 2021-06-29 06:56:42,779 judge_handler Judge connected from: ('113.169.222.240', 42446)
WARNING 2021-06-29 06:56:42,803 judge_handler Authentication failure: ('113.169.222.240', 42446)
INFO 2021-06-29 06:56:42,816 judge_handler Judge disconnected from: ('113.169.222.240', 42446) with name None
INFO 2021-06-29 06:56:53,985 judge_handler Judge connected from: ('66.42.48.198', 45700)
WARNING 2021-06-29 06:56:54,170 judge_handler Authentication failure: ('66.42.48.198', 45700)
INFO 2021-06-29 06:56:54,183 judge_handler Judge disconnected from: ('66.42.48.198', 45700) with name None
INFO 2021-06-29 06:57:26,850 judge_handler Judge connected from: ('172.17.0.2', 37572)
WARNING 2021-06-29 06:57:26,901 judge_handler Authentication failure: ('172.17.0.2', 37572)
INFO 2021-06-29 06:57:26,904 judge_handler Judge disconnected from: ('172.17.0.2', 37572) with name None
INFO 2021-06-29 06:57:49,163 judge_handler Judge connected from: ('113.169.222.240', 42448)
WARNING 2021-06-29 06:57:49,177 judge_handler Authentication failure: ('113.169.222.240', 42448)
INFO 2021-06-29 06:57:49,186 judge_handler Judge disconnected from: ('113.169.222.240', 42448) with name None
INFO 2021-06-29 06:57:54,414 judge_handler Judge connected from: ('66.42.48.198', 45702)
WARNING 2021-06-29 06:57:54,482 judge_handler Authentication failure: ('66.42.48.198', 45702)
INFO 2021-06-29 06:57:54,483 judge_handler Judge disconnected from: ('66.42.48.198', 45702) with name None
INFO 2021-06-29 06:58:26,977 judge_handler Judge connected from: ('172.17.0.2', 37580)
WARNING 2021-06-29 06:58:27,000 judge_handler Authentication failure: ('172.17.0.2', 37580)
INFO 2021-06-29 06:58:27,002 judge_handler Judge disconnected from: ('172.17.0.2', 37580) with name None
INFO 2021-06-29 06:58:54,666 judge_handler Judge connected from: ('66.42.48.198', 45704)
WARNING 2021-06-29 06:58:54,735 judge_handler Authentication failure: ('66.42.48.198', 45704)
INFO 2021-06-29 06:58:54,735 judge_handler Judge disconnected from: ('66.42.48.198', 45704) with name None
INFO 2021-06-29 06:58:55,816 judge_handler Judge connected from: ('113.169.222.240', 42450)
WARNING 2021-06-29 06:58:55,856 judge_handler Authentication failure: ('113.169.222.240', 42450)
INFO 2021-06-29 06:58:55,856 judge_handler Judge disconnected from: ('113.169.222.240', 42450) with name None
INFO 2021-06-29 06:59:27,090 judge_handler Judge connected from: ('172.17.0.2', 37588)
WARNING 2021-06-29 06:59:27,115 judge_handler Authentication failure: ('172.17.0.2', 37588)
INFO 2021-06-29 06:59:27,115 judge_handler Judge disconnected from: ('172.17.0.2', 37588) with name None
INFO 2021-06-29 06:59:54,907 judge_handler Judge connected from: ('66.42.48.198', 45706)
WARNING 2021-06-29 06:59:54,985 judge_handler Authentication failure: ('66.42.48.198', 45706)
INFO 2021-06-29 06:59:54,986 judge_handler Judge disconnected from: ('66.42.48.198', 45706) with name None
INFO 2021-06-29 07:00:02,553 judge_handler Judge connected from: ('113.169.222.240', 42452)
WARNING 2021-06-29 07:00:02,595 judge_handler Authentication failure: ('113.169.222.240', 42452)
INFO 2021-06-29 07:00:02,598 judge_handler Judge disconnected from: ('113.169.222.240', 42452) with name None
INFO 2021-06-29 07:00:27,164 judge_handler Judge connected from: ('172.17.0.2', 37596)
WARNING 2021-06-29 07:00:27,184 judge_handler Authentication failure: ('172.17.0.2', 37596)
INFO 2021-06-29 07:00:27,188 judge_handler Judge disconnected from: ('172.17.0.2', 37596) with name None
INFO 2021-06-29 07:00:55,165 judge_handler Judge connected from: ('66.42.48.198', 45708)
WARNING 2021-06-29 07:00:55,233 judge_handler Authentication failure: ('66.42.48.198', 45708)
INFO 2021-06-29 07:00:55,234 judge_handler Judge disconnected from: ('66.42.48.198', 45708) with name None
INFO 2021-06-29 07:01:09,346 judge_handler Judge connected from: ('113.169.222.240', 42454)
WARNING 2021-06-29 07:01:09,364 judge_handler Authentication failure: ('113.169.222.240', 42454)
INFO 2021-06-29 07:01:09,365 judge_handler Judge disconnected from: ('113.169.222.240', 42454) with name None
INFO 2021-06-29 07:01:27,230 judge_handler Judge connected from: ('172.17.0.2', 37616)
WARNING 2021-06-29 07:01:27,258 judge_handler Authentication failure: ('172.17.0.2', 37616)
INFO 2021-06-29 07:01:27,260 judge_handler Judge disconnected from: ('172.17.0.2', 37616) with name None
INFO 2021-06-29 07:01:55,412 judge_handler Judge connected from: ('66.42.48.198', 45710)
WARNING 2021-06-29 07:01:55,490 judge_handler Authentication failure: ('66.42.48.198', 45710)
INFO 2021-06-29 07:01:55,491 judge_handler Judge disconnected from: ('66.42.48.198', 45710) with name None
INFO 2021-06-29 07:02:16,071 judge_handler Judge connected from: ('113.169.222.240', 42456)
WARNING 2021-06-29 07:02:16,100 judge_handler Authentication failure: ('113.169.222.240', 42456)
INFO 2021-06-29 07:02:16,101 judge_handler Judge disconnected from: ('113.169.222.240', 42456) with name None
INFO 2021-06-29 07:02:27,340 judge_handler Judge connected from: ('172.17.0.2', 37624)
WARNING 2021-06-29 07:02:27,347 judge_handler Authentication failure: ('172.17.0.2', 37624)
INFO 2021-06-29 07:02:27,348 judge_handler Judge disconnected from: ('172.17.0.2', 37624) with name None
INFO 2021-06-29 07:02:55,674 judge_handler Judge connected from: ('66.42.48.198', 45712)
WARNING 2021-06-29 07:02:55,747 judge_handler Authentication failure: ('66.42.48.198', 45712)
INFO 2021-06-29 07:02:55,754 judge_handler Judge disconnected from: ('66.42.48.198', 45712) with name None
INFO 2021-06-29 07:03:21,759 judge_handler Judge connected from: ('113.169.222.240', 42458)
WARNING 2021-06-29 07:03:21,790 judge_handler Authentication failure: ('113.169.222.240', 42458)
INFO 2021-06-29 07:03:21,790 judge_handler Judge disconnected from: ('113.169.222.240', 42458) with name None
INFO 2021-06-29 07:03:27,390 judge_handler Judge connected from: ('172.17.0.2', 37632)
WARNING 2021-06-29 07:03:27,411 judge_handler Authentication failure: ('172.17.0.2', 37632)
INFO 2021-06-29 07:03:27,411 judge_handler Judge disconnected from: ('172.17.0.2', 37632) with name None
INFO 2021-06-29 07:03:55,921 judge_handler Judge connected from: ('66.42.48.198', 45714)
WARNING 2021-06-29 07:03:55,982 judge_handler Authentication failure: ('66.42.48.198', 45714)
